,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
59,フィクサー,2019-07-01 04:39,SymaG,フィクサー,1557,2019-07-01 04:39:00,0.656,0.918,11,-4.051,0,0.089,0.167,1.97e-06,0.333,0.689,134.962,audio_features,2DYupgAcdomatly7Lhw8zv,spotify:track:2DYupgAcdomatly7Lhw8zv,https://api.spotify.com/v1/tracks/2DYupgAcdomatly7Lhw8zv,https://api.spotify.com/v1/audio-analysis/2DYupgAcdomatly7Lhw8zv,247111,4
60,Shala La,2019-07-01 04:39,THE ORAL CIGARETTES,Shala La,12768,2019-07-01 04:39:00,0.651,0.596,5,-9.944,0,0.0429,0.5,0.062,0.105,0.42,172.782,audio_features,122VojpyCCBN3SGQQo77Ra,spotify:track:122VojpyCCBN3SGQQo77Ra,https://api.spotify.com/v1/tracks/122VojpyCCBN3SGQQo77Ra,https://api.spotify.com/v1/audio-analysis/122VojpyCCBN3SGQQo77Ra,195118,4
61,Odd Future,2019-07-01 04:39,FamilyJules,Odd Future,1450,2019-07-01 04:39:00,0.694,0.795,0,-4.649,0,0.0924,0.015,0.0,0.114,0.556,128.036,audio_features,0yy8QwH9OOgeF3CBeUDguR,spotify:track:0yy8QwH9OOgeF3CBeUDguR,https://api.spotify.com/v1/tracks/0yy8QwH9OOgeF3CBeUDguR,https://api.spotify.com/v1/audio-analysis/0yy8QwH9OOgeF3CBeUDguR,225907,4
62,ワタリドリ,2019-07-01 04:39,[Alexandros],ワタリドリ,3093,2019-07-01 04:39:00,0.454,0.966,9,-3.423,1,0.156,0.00233,0.0,0.246,0.409,134.99,audio_features,1LAeF5obe85aCbgfuzvX0n,spotify:track:1LAeF5obe85aCbgfuzvX0n,https://api.spotify.com/v1/tracks/1LAeF5obe85aCbgfuzvX0n,https://api.spotify.com/v1/audio-analysis/1LAeF5obe85aCbgfuzvX0n,251760,4
63,FIRE!! (デジモンフロンティア),2019-07-01 04:39,Kyo Kimura,FIRE!! (デジモンフロンティア),2453,2019-07-01 04:39:00,0.544,0.882,2,-2.214,1,0.086,0.142,2.26e-05,0.342,0.82,165.859,audio_features,3Ky7dD3xgDNXrWhxHGZ1oA,spotify:track:3Ky7dD3xgDNXrWhxHGZ1oA,https://api.spotify.com/v1/tracks/3Ky7dD3xgDNXrWhxHGZ1oA,https://api.spotify.com/v1/audio-analysis/3Ky7dD3xgDNXrWhxHGZ1oA,253165,4
64,腰振る夜は君のせい,2019-07-01 04:43,BRADIO,腰振る夜は君のせい,1462,2019-07-01 04:43:00,0.696,0.675,9,-3.048,1,0.0387,0.139,0.0,0.23,0.909,87.474,audio_features,557qnsY5GZ0ZlAtXId1NEf,spotify:track:557qnsY5GZ0ZlAtXId1NEf,https://api.spotify.com/v1/tracks/557qnsY5GZ0ZlAtXId1NEf,https://api.spotify.com/v1/audio-analysis/557qnsY5GZ0ZlAtXId1NEf,179327,4
65,El Color de Tus Ojos,2019-07-01 04:43,Agapornis,El Color de Tus Ojos,11517,2019-07-01 04:43:00,0.765,0.339,8,-8.965,1,0.0365,0.278,0.0,0.131,0.864,123.95,audio_features,1l77YWrGUp3qX3NS1rz7lq,spotify:track:1l77YWrGUp3qX3NS1rz7lq,https://api.spotify.com/v1/tracks/1l77YWrGUp3qX3NS1rz7lq,https://api.spotify.com/v1/audio-analysis/1l77YWrGUp3qX3NS1rz7lq,202560,4
66,サママ・フェスティバル!,2019-07-01 04:44,Mrs. GREEN APPLE,サママ・フェスティバル!,79435,2019-07-01 04:44:00,0.449,0.964,4,-1.778,1,0.0538,0.000904,8.67e-06,0.0601,0.682,169.926,audio_features,2J3CsobIeyd6mVyj6OrvLp,spotify:track:2J3CsobIeyd6mVyj6OrvLp,https://api.spotify.com/v1/tracks/2J3CsobIeyd6mVyj6OrvLp,https://api.spotify.com/v1/audio-analysis/2J3CsobIeyd6mVyj6OrvLp,264560,4
67,サママ・フェスティバル!,2019-07-01 05:02,Mrs. GREEN APPLE,サママ・フェスティバル!,35387,2019-07-01 05:02:00,0.449,0.964,4,-1.778,1,0.0538,0.000904,8.67e-06,0.0601,0.682,169.926,audio_features,2J3CsobIeyd6mVyj6OrvLp,spotify:track:2J3CsobIeyd6mVyj6OrvLp,https://api.spotify.com/v1/tracks/2J3CsobIeyd6mVyj6OrvLp,https://api.spotify.com/v1/audio-analysis/2J3CsobIeyd6mVyj6OrvLp,264560,4
68,腰振る夜は君のせい,2019-07-01 05:03,BRADIO,腰振る夜は君のせい,83104,2019-07-01 05:03:00,0.696,0.675,9,-3.048,1,0.0387,0.139,0.0,0.23,0.909,87.474,audio_features,557qnsY5GZ0ZlAtXId1NEf,spotify:track:557qnsY5GZ0ZlAtXId1NEf,https://api.spotify.com/v1/tracks/557qnsY5GZ0ZlAtXId1NEf,https://api.spotify.com/v1/audio-analysis/557qnsY5GZ0ZlAtXId1NEf,179327,4
69,King Kunta,2019-07-01 05:04,Kendrick Lamar,King Kunta,2020,2019-07-01 05:04:00,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,audio_features,0N3W5peJUQtI4eyR6GJT5O,spotify:track:0N3W5peJUQtI4eyR6GJT5O,https://api.spotify.com/v1/tracks/0N3W5peJUQtI4eyR6GJT5O,https://api.spotify.com/v1/audio-analysis/0N3W5peJUQtI4eyR6GJT5O,234693,4
70,King Kunta,2019-07-01 05:04,Kendrick Lamar,King Kunta,7801,2019-07-01 05:04:00,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,audio_features,0N3W5peJUQtI4eyR6GJT5O,spotify:track:0N3W5peJUQtI4eyR6GJT5O,https://api.spotify.com/v1/tracks/0N3W5peJUQtI4eyR6GJT5O,https://api.spotify.com/v1/audio-analysis/0N3W5peJUQtI4eyR6GJT5O,234693,4
71,サママ・フェスティバル!,2019-07-01 05:04,Mrs. GREEN APPLE,サママ・フェスティバル!,14280,2019-07-01 05:04:00,0.449,0.964,4,-1.778,1,0.0538,0.000904,8.67e-06,0.0601,0.682,169.926,audio_features,2J3CsobIeyd6mVyj6OrvLp,spotify:track:2J3CsobIeyd6mVyj6OrvLp,https://api.spotify.com/v1/tracks/2J3CsobIeyd6mVyj6OrvLp,https://api.spotify.com/v1/audio-analysis/2J3CsobIeyd6mVyj6OrvLp,264560,4
72,Decirnos la Verdad,2019-07-01 05:04,Meteoros,Decirnos la Verdad,905,2019-07-01 05:04:00,0.637,0.753,6,-4.297,0,0.0248,0.0338,2.46e-06,0.135,0.255,99.99,audio_features,3KQ4IfxGrqcI5CojrY9owv,spotify:track:3KQ4IfxGrqcI5CojrY9owv,https://api.spotify.com/v1/tracks/3KQ4IfxGrqcI5CojrY9owv,https://api.spotify.com/v1/audio-analysis/3KQ4IfxGrqcI5CojrY9owv,189787,4
73,Decirnos la Verdad,2019-07-01 05:04,Meteoros,Decirnos la Verdad,1416,2019-07-01 05:04:00,0.637,0.753,6,-4.297,0,0.0248,0.0338,2.46e-06,0.135,0.255,99.99,audio_features,3KQ4IfxGrqcI5CojrY9owv,spotify:track:3KQ4IfxGrqcI5CojrY9owv,https://api.spotify.com/v1/tracks/3KQ4IfxGrqcI5CojrY9owv,https://api.spotify.com/v1/audio-analysis/3KQ4IfxGrqcI5CojrY9owv,189787,4
74,All I Need Is You,2019-07-01 05:05,BRADIO,All I Need Is You,53545,2019-07-01 05:05:00,0.696,0.558,11,-7.498,0,0.115,0.0448,0.0,0.241,0.588,78.532,audio_features,44jl2VnhVDQrJuzc4h9s5w,spotify:track:44jl2VnhVDQrJuzc4h9s5w,https://api.spotify.com/v1/tracks/44jl2VnhVDQrJuzc4h9s5w,https://api.spotify.com/v1/audio-analysis/44jl2VnhVDQrJuzc4h9s5w,224563,4
75,StaRt,2019-07-01 05:06,Mrs. GREEN APPLE,StaRt,76254,2019-07-01 05:06:00,0.886,0.479,4,-8.054,0,0.334,0.077,0.0,0.135,0.408,130.029,audio_features,7A20WnLkjtZU2d7hIB6Ziu,spotify:track:7A20WnLkjtZU2d7hIB6Ziu,https://api.spotify.com/v1/tracks/7A20WnLkjtZU2d7hIB6Ziu,https://api.spotify.com/v1/audio-analysis/7A20WnLkjtZU2d7hIB6Ziu,158692,4
76,Tirano (feat. Fuego),2019-07-01 05:07,Kali Uchis,Tirano (feat. Fuego),66455,2019-07-01 05:07:00,0.444,0.548,3,-9.496,0,0.123,0.109,0.0,0.0982,0.649,108.968,audio_features,6H4xQW31txhCLT4iVO0kFq,spotify:track:6H4xQW31txhCLT4iVO0kFq,https://api.spotify.com/v1/tracks/6H4xQW31txhCLT4iVO0kFq,https://api.spotify.com/v1/audio-analysis/6H4xQW31txhCLT4iVO0kFq,204290,5
77,Sobakasu (Samurai X),2019-07-01 05:07,The Covers Duo,Sobakasu (Samurai X),2252,2019-07-01 05:07:00,0.512,0.855,9,-5.276,1,0.0321,0.0298,0.0,0.149,0.682,170.655,audio_features,3zsZ3krAckXKHTYGKp1PCj,spotify:track:3zsZ3krAckXKHTYGKp1PCj,https://api.spotify.com/v1/tracks/3zsZ3krAckXKHTYGKp1PCj,https://api.spotify.com/v1/audio-analysis/3zsZ3krAckXKHTYGKp1PCj,97305,4
78,Chocolate Flavor,2019-07-01 05:10,BRADIO,Chocolate Flavor,189486,2019-07-01 05:10:00,0.658,0.724,8,-3.421,0,0.0331,0.0398,0.0,0.0472,0.768,104.024,audio_features,5XvGtLkJPD2OOB6Q35gOYz,spotify:track:5XvGtLkJPD2OOB6Q35gOYz,https://api.spotify.com/v1/tracks/5XvGtLkJPD2OOB6Q35gOYz,https://api.spotify.com/v1/audio-analysis/5XvGtLkJPD2OOB6Q35gOYz,228539,4
79,Border,2019-07-01 05:15,Years & Years,Border,262546,2019-07-01 05:15:00,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,audio_features,5hM5arv9KDbCHS0k9uqwjr,spotify:track:5hM5arv9KDbCHS0k9uqwjr,https://api.spotify.com/v1/tracks/5hM5arv9KDbCHS0k9uqwjr,https://api.spotify.com/v1/audio-analysis/5hM5arv9KDbCHS0k9uqwjr,237800,4
80,Hard Times,2019-07-01 05:18,Paramore,Hard Times,182693,2019-07-01 05:18:00,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,audio_features,0w5Bdu51Ka25Pf3hojsKHh,spotify:track:0w5Bdu51Ka25Pf3hojsKHh,https://api.spotify.com/v1/tracks/0w5Bdu51Ka25Pf3hojsKHh,https://api.spotify.com/v1/audio-analysis/0w5Bdu51Ka25Pf3hojsKHh,182693,4
81,Todo Tiene Su Lugar - En Vivo Entre Amigos,2019-07-01 05:20,"Sasha, Benny y Erik",Todo Tiene Su Lugar - En Vivo Entre Amigos,127338,2019-07-01 05:20:00,0.611,0.749,3,-6.95,1,0.0626,0.0966,0.0,0.894,0.484,126.883,audio_features,2RMhSjdN9uHi5iNbonA7gG,spotify:track:2RMhSjdN9uHi5iNbonA7gG,https://api.spotify.com/v1/tracks/2RMhSjdN9uHi5iNbonA7gG,https://api.spotify.com/v1/audio-analysis/2RMhSjdN9uHi5iNbonA7gG,187960,4
82,アウトサイダー,2019-07-01 05:21,SymaG,アウトサイダー,28403,2019-07-01 05:21:00,0.526,0.885,6,-2.189,0,0.0654,0.017,0.0,0.146,0.848,171.927,audio_features,4cecxfR44krxQZ527CVGJ1,spotify:track:4cecxfR44krxQZ527CVGJ1,https://api.spotify.com/v1/tracks/4cecxfR44krxQZ527CVGJ1,https://api.spotify.com/v1/audio-analysis/4cecxfR44krxQZ527CVGJ1,207647,4
83,Flowers,2019-07-01 05:23,Kendall Miles,Flowers,142000,2019-07-01 05:23:00,0.527,0.63,8,-7.67,1,0.0975,0.478,0.0,0.103,0.426,169.986,audio_features,14xJYn35NZzLEZ2D1AfGRG,spotify:track:14xJYn35NZzLEZ2D1AfGRG,https://api.spotify.com/v1/tracks/14xJYn35NZzLEZ2D1AfGRG,https://api.spotify.com/v1/audio-analysis/14xJYn35NZzLEZ2D1AfGRG,114360,4
84,Sleepwalk,2019-07-01 05:26,BØJET,Sleepwalk,144195,2019-07-01 05:26:00,0.444,0.412,0,-11.569,1,0.0465,0.895,0.64,0.145,0.351,184.012,audio_features,1u1PzGnsWKjAwSZ9Rg1kjD,spotify:track:1u1PzGnsWKjAwSZ9Rg1kjD,https://api.spotify.com/v1/tracks/1u1PzGnsWKjAwSZ9Rg1kjD,https://api.spotify.com/v1/audio-analysis/1u1PzGnsWKjAwSZ9Rg1kjD,151092,3
85,ocean drive,2019-07-01 05:27,aimless,ocean drive,66000,2019-07-01 05:27:00,0.686,0.718,8,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026,audio_features,0b6wdul3A5sQNpIOv03OxP,spotify:track:0b6wdul3A5sQNpIOv03OxP,https://api.spotify.com/v1/tracks/0b6wdul3A5sQNpIOv03OxP,https://api.spotify.com/v1/audio-analysis/0b6wdul3A5sQNpIOv03OxP,206320,4
86,the stars that shine upon us,2019-07-01 05:29,biosphere,the stars that shine upon us,134803,2019-07-01 05:29:00,0.79,0.31,4,-14.493,1,0.176,0.947,0.564,0.0966,0.682,146.14,audio_features,0X5q49jMBDgmTSFjsydNvY,spotify:track:0X5q49jMBDgmTSFjsydNvY,https://api.spotify.com/v1/tracks/0X5q49jMBDgmTSFjsydNvY,https://api.spotify.com/v1/audio-analysis/0X5q49jMBDgmTSFjsydNvY,134803,5
87,Distant Moon,2019-07-01 05:32,Prima,Distant Moon,184372,2019-07-01 05:32:00,0.699,0.344,7,-16.022,1,0.0401,0.931,0.0342,0.0766,0.0597,84.972,audio_features,4R2079jWBdb1TShM39COa7,spotify:track:4R2079jWBdb1TShM39COa7,https://api.spotify.com/v1/tracks/4R2079jWBdb1TShM39COa7,https://api.spotify.com/v1/audio-analysis/4R2079jWBdb1TShM39COa7,184372,4
88,young,2019-07-01 05:34,Dream Easy Collective,young,130759,2019-07-01 05:34:00,0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949,audio_features,5Z3GHaZ6ec9bsiI5BenrbY,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,202547,4
89,snack time,2019-07-01 05:35,afternoon,snack time,59076,2019-07-01 05:35:00,0.488,0.344,7,-23.085,1,0.0517,5.6e-05,0.871,0.158,0.613,119.999,audio_features,53cbY4ey7jssp7cPoU6ZvP,spotify:track:53cbY4ey7jssp7cPoU6ZvP,https://api.spotify.com/v1/tracks/53cbY4ey7jssp7cPoU6ZvP,https://api.spotify.com/v1/audio-analysis/53cbY4ey7jssp7cPoU6ZvP,76696,4
90,Just a Dream,2019-07-01 05:37,Kendall Miles,Just a Dream,115325,2019-07-01 05:37:00,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,audio_features,3ZdJffjzJWFimSQyxgGIxN,spotify:track:3ZdJffjzJWFimSQyxgGIxN,https://api.spotify.com/v1/tracks/3ZdJffjzJWFimSQyxgGIxN,https://api.spotify.com/v1/audio-analysis/3ZdJffjzJWFimSQyxgGIxN,237800,4
91,It's Raining Here Too,2019-07-01 05:39,biosphere,It's Raining Here Too,91428,2019-07-01 05:39:00,0.71,0.384,4,-14.7,0,0.227,0.909,0.851,0.102,0.48,167.948,audio_features,4OtnSYVIijEGDmbmR0jDI7,spotify:track:4OtnSYVIijEGDmbmR0jDI7,https://api.spotify.com/v1/tracks/4OtnSYVIijEGDmbmR0jDI7,https://api.spotify.com/v1/audio-analysis/4OtnSYVIijEGDmbmR0jDI7,91429,4
92,Easy Dreams,2019-07-01 05:40,Dream Easy Collective,Easy Dreams,98181,2019-07-01 05:40:00,0.358,0.0739,0,-31.438,1,0.15,0.996,0.943,0.109,0.886,77.62,audio_features,6MKUDfFJGc36OdGh5jApbF,spotify:track:6MKUDfFJGc36OdGh5jApbF,https://api.spotify.com/v1/tracks/6MKUDfFJGc36OdGh5jApbF,https://api.spotify.com/v1/audio-analysis/6MKUDfFJGc36OdGh5jApbF,73500,3
93,Sleepless,2019-07-01 05:41,Sky.High,Sleepless,57435,2019-07-01 05:41:00,0.663,0.696,11,-5.994,1,0.0349,0.0563,6.25e-06,0.226,0.449,139.98,audio_features,4PUWpNtDejQwwa80LjvxXl,spotify:track:4PUWpNtDejQwwa80LjvxXl,https://api.spotify.com/v1/tracks/4PUWpNtDejQwwa80LjvxXl,https://api.spotify.com/v1/audio-analysis/4PUWpNtDejQwwa80LjvxXl,197880,4
94,this feeling's too good,2019-07-01 05:43,j'san,this feeling's too good,110117,2019-07-01 05:43:00,0.627,0.392,4,-10.554,1,0.0299,0.888,0.551,0.108,0.28,85.024,audio_features,2w34gUbQkOqiPX3d5iji8C,spotify:track:2w34gUbQkOqiPX3d5iji8C,https://api.spotify.com/v1/tracks/2w34gUbQkOqiPX3d5iji8C,https://api.spotify.com/v1/audio-analysis/2w34gUbQkOqiPX3d5iji8C,110118,4
95,Amoré,2019-07-01 05:45,Sky.High,Amoré,110081,2019-07-01 05:45:00,0.679,0.62,0,-10.943,1,0.0469,0.549,0.0189,0.0774,0.619,179.505,audio_features,1RpCXjlxFGS6LfPOvqSJ7M,spotify:track:1RpCXjlxFGS6LfPOvqSJ7M,https://api.spotify.com/v1/tracks/1RpCXjlxFGS6LfPOvqSJ7M,https://api.spotify.com/v1/audio-analysis/1RpCXjlxFGS6LfPOvqSJ7M,301573,4
96,Light Year Love,2019-07-01 05:47,Kendall Miles,Light Year Love,116666,2019-07-01 05:47:00,0.595,0.257,1,-10.031,1,0.0413,0.129,0.913,0.104,0.174,160.046,audio_features,1lgklWvqugdTUNAXrekGaG,spotify:track:1lgklWvqugdTUNAXrekGaG,https://api.spotify.com/v1/tracks/1lgklWvqugdTUNAXrekGaG,https://api.spotify.com/v1/audio-analysis/1lgklWvqugdTUNAXrekGaG,116667,4
97,Alone on a Sunday,2019-07-01 05:51,afternoon,Alone on a Sunday,216514,2019-07-01 05:51:00,0.585,0.521,8,-6.678,1,0.146,0.853,0.939,0.282,0.0802,89.957,audio_features,2RjDfzlqWv0LEa4GWtwNST,spotify:track:2RjDfzlqWv0LEa4GWtwNST,https://api.spotify.com/v1/tracks/2RjDfzlqWv0LEa4GWtwNST,https://api.spotify.com/v1/audio-analysis/2RjDfzlqWv0LEa4GWtwNST,216515,4
98,honey,2019-07-01 05:52,Flavors,honey,60396,2019-07-01 05:52:00,0.743,0.683,5,-4.606,0,0.201,0.0713,0.0,0.15,0.926,115.033,audio_features,0rzWENXdfcLTgyt5DByGTy,spotify:track:0rzWENXdfcLTgyt5DByGTy,https://api.spotify.com/v1/tracks/0rzWENXdfcLTgyt5DByGTy,https://api.spotify.com/v1/audio-analysis/0rzWENXdfcLTgyt5DByGTy,135521,4
99,Still Dreaming,2019-07-01 05:53,soho,Still Dreaming,66062,2019-07-01 05:53:00,0.439,0.351,5,-14.817,0,0.0403,0.679,0.667,0.125,0.0367,77.571,audio_features,1JmUkmj6j8fV9Dr6A2CKy0,spotify:track:1JmUkmj6j8fV9Dr6A2CKy0,https://api.spotify.com/v1/tracks/1JmUkmj6j8fV9Dr6A2CKy0,https://api.spotify.com/v1/audio-analysis/1JmUkmj6j8fV9Dr6A2CKy0,222968,4
100,Lost in Florence,2019-07-01 05:54,Kendall Miles,Lost in Florence,92270,2019-07-01 05:54:00,0.684,0.295,4,-12.773,1,0.077,0.563,0.577,0.111,0.47,118.009,audio_features,5B1tm4NuzSbYUTwk0xEz2a,spotify:track:5B1tm4NuzSbYUTwk0xEz2a,https://api.spotify.com/v1/tracks/5B1tm4NuzSbYUTwk0xEz2a,https://api.spotify.com/v1/audio-analysis/5B1tm4NuzSbYUTwk0xEz2a,92271,4
101,Holding Hands with You,2019-07-01 05:57,BØJET,Holding Hands with You,163578,2019-07-01 05:57:00,0.787,0.211,0,-20.175,1,0.144,0.261,0.479,0.124,0.435,109.038,audio_features,1Bj2TKXIM1ZGkDTpyx8kgI,spotify:track:1Bj2TKXIM1ZGkDTpyx8kgI,https://api.spotify.com/v1/tracks/1Bj2TKXIM1ZGkDTpyx8kgI,https://api.spotify.com/v1/audio-analysis/1Bj2TKXIM1ZGkDTpyx8kgI,163579,4
102,Rinse & Repeat,2019-07-01 05:59,aimless,Rinse & Repeat,103703,2019-07-01 05:59:00,0.787,0.719,1,-6.508,1,0.064,0.0442,0.00337,0.128,0.628,122.013,audio_features,5oYYYDhyPFPXjAn4TzymOC,spotify:track:5oYYYDhyPFPXjAn4TzymOC,https://api.spotify.com/v1/tracks/5oYYYDhyPFPXjAn4TzymOC,https://api.spotify.com/v1/audio-analysis/5oYYYDhyPFPXjAn4TzymOC,152600,4
103,Mono No Aware,2019-07-01 06:03,Ibrahim,Mono No Aware,263366,2019-07-01 06:03:00,0.533,0.51,9,-10.146,1,0.0302,0.202,0.000485,0.336,0.0671,142.048,audio_features,5Z5lYGBQFgjEj3wuIvaLzH,spotify:track:5Z5lYGBQFgjEj3wuIvaLzH,https://api.spotify.com/v1/tracks/5Z5lYGBQFgjEj3wuIvaLzH,https://api.spotify.com/v1/audio-analysis/5Z5lYGBQFgjEj3wuIvaLzH,271093,4
104,Selene,2019-07-01 06:04,Kendall Miles,Selene,65500,2019-07-01 06:04:00,0.798,0.504,11,-9.082,0,0.214,0.156,0.00448,0.0825,0.548,110.022,audio_features,0h11wE1hTwKMxYd1NACgNb,spotify:track:0h11wE1hTwKMxYd1NACgNb,https://api.spotify.com/v1/tracks/0h11wE1hTwKMxYd1NACgNb,https://api.spotify.com/v1/audio-analysis/0h11wE1hTwKMxYd1NACgNb,197455,4
105,June Gloom.,2019-07-01 06:07,Prima,June Gloom.,144117,2019-07-01 06:07:00,0.695,0.306,0,-12.181,1,0.0562,0.917,0.399,0.0946,0.321,77.723,audio_features,3tF8h4Mm10GEUquvWhmmlj,spotify:track:3tF8h4Mm10GEUquvWhmmlj,https://api.spotify.com/v1/tracks/3tF8h4Mm10GEUquvWhmmlj,https://api.spotify.com/v1/audio-analysis/3tF8h4Mm10GEUquvWhmmlj,144118,4
106,today was a good day,2019-07-01 06:08,aimless,today was a good day,68571,2019-07-01 06:08:00,0.825,0.506,1,-7.025,0,0.386,0.00148,0.0,0.275,0.277,75.458,audio_features,2oXWE7bRXChFHBHHUz06xU,spotify:track:2oXWE7bRXChFHBHHUz06xU,https://api.spotify.com/v1/tracks/2oXWE7bRXChFHBHHUz06xU,https://api.spotify.com/v1/audio-analysis/2oXWE7bRXChFHBHHUz06xU,171693,4
107,Eternal Bliss,2019-07-01 06:10,biosphere,Eternal Bliss,114729,2019-07-01 06:10:00,0.195,0.319,9,-13.159,1,0.0396,0.953,0.81,0.09,0.0355,66.543,audio_features,6zKDHfuoo74shOWLoWWMya,spotify:track:6zKDHfuoo74shOWLoWWMya,https://api.spotify.com/v1/tracks/6zKDHfuoo74shOWLoWWMya,https://api.spotify.com/v1/audio-analysis/6zKDHfuoo74shOWLoWWMya,169086,4
108,Running River,2019-07-01 06:12,soho,Running River,106666,2019-07-01 06:12:00,0.672,0.684,2,-6.084,1,0.0235,0.258,0.0,0.393,0.664,100.51,audio_features,0UdYkM8rQeOV9B8n65fsfN,spotify:track:0UdYkM8rQeOV9B8n65fsfN,https://api.spotify.com/v1/tracks/0UdYkM8rQeOV9B8n65fsfN,https://api.spotify.com/v1/audio-analysis/0UdYkM8rQeOV9B8n65fsfN,279613,4
109,nvm.,2019-07-01 16:23,halberd,nvm.,26195,2019-07-01 16:23:00,0.583,0.928,2,-4.981,0,0.0977,0.0887,0.0,0.315,0.327,119.961,audio_features,32TXoSo4OE7db1yb8V11sp,spotify:track:32TXoSo4OE7db1yb8V11sp,https://api.spotify.com/v1/tracks/32TXoSo4OE7db1yb8V11sp,https://api.spotify.com/v1/audio-analysis/32TXoSo4OE7db1yb8V11sp,216646,4
110,You Smiled As I Drifted onto the Shore,2019-07-01 16:24,Rook1e,You Smiled As I Drifted onto the Shore,72524,2019-07-01 16:24:00,0.467,0.479,7,-7.617,1,0.295,0.614,0.709,0.178,0.243,188.16,audio_features,4E2LQGnaPII8JjczPzbREE,spotify:track:4E2LQGnaPII8JjczPzbREE,https://api.spotify.com/v1/tracks/4E2LQGnaPII8JjczPzbREE,https://api.spotify.com/v1/audio-analysis/4E2LQGnaPII8JjczPzbREE,72524,4
111,endless love feat. afternoon,2019-07-01 16:26,aimless,endless love feat. afternoon,102459,2019-07-01 16:26:00,0.573,0.263,6,-17.524,0,0.459,0.873,0.00383,0.31,0.424,85.033,audio_features,41C0PrUPvx4nnSIvrfNVHR,spotify:track:41C0PrUPvx4nnSIvrfNVHR,https://api.spotify.com/v1/tracks/41C0PrUPvx4nnSIvrfNVHR,https://api.spotify.com/v1/audio-analysis/41C0PrUPvx4nnSIvrfNVHR,102460,4
112,Stella's Story,2019-07-01 16:28,Kendall Miles,Stella's Story,92612,2019-07-01 16:28:00,0.612,0.0606,0,-15.235,1,0.0351,0.797,0.943,0.117,0.145,83.092,audio_features,1xiAUfSyDT1hNqeCQRVjhA,spotify:track:1xiAUfSyDT1hNqeCQRVjhA,https://api.spotify.com/v1/tracks/1xiAUfSyDT1hNqeCQRVjhA,https://api.spotify.com/v1/audio-analysis/1xiAUfSyDT1hNqeCQRVjhA,92612,4
113,Good Morning,2019-07-01 16:30,Kendall Miles,Good Morning,160025,2019-07-01 16:30:00,0.48,0.631,7,-5.488,1,0.116,0.0791,0.000105,0.149,0.515,84.164,audio_features,5CaXxLM568tBh1PwhXdciZ,spotify:track:5CaXxLM568tBh1PwhXdciZ,https://api.spotify.com/v1/tracks/5CaXxLM568tBh1PwhXdciZ,https://api.spotify.com/v1/audio-analysis/5CaXxLM568tBh1PwhXdciZ,195093,4
114,this is not goodbye,2019-07-01 16:32,aimless,this is not goodbye,83376,2019-07-01 16:32:00,0.446,0.39,0,-7.686,1,0.0319,0.756,0.0,0.127,0.448,77.525,audio_features,5Jzp2yfmFOYAo7n7ah6kVg,spotify:track:5Jzp2yfmFOYAo7n7ah6kVg,https://api.spotify.com/v1/tracks/5Jzp2yfmFOYAo7n7ah6kVg,https://api.spotify.com/v1/audio-analysis/5Jzp2yfmFOYAo7n7ah6kVg,245387,4
115,summer nights.,2019-07-01 16:33,halberd,summer nights.,84315,2019-07-01 16:33:00,0.835,0.609,9,-5.636,1,0.0336,0.0201,1.28e-06,0.107,0.781,130.154,audio_features,0QkWubamAKEvvcOTriSKX3,spotify:track:0QkWubamAKEvvcOTriSKX3,https://api.spotify.com/v1/tracks/0QkWubamAKEvvcOTriSKX3,https://api.spotify.com/v1/audio-analysis/0QkWubamAKEvvcOTriSKX3,236093,4
116,how it feels to love you,2019-07-01 16:34,aimless,how it feels to love you,75949,2019-07-01 16:34:00,0.5,0.635,5,-5.094,0,0.346,0.422,0.0101,0.294,0.735,177.267,audio_features,63tQUUyMfFNt0ANWF8FFn5,spotify:track:63tQUUyMfFNt0ANWF8FFn5,https://api.spotify.com/v1/tracks/63tQUUyMfFNt0ANWF8FFn5,https://api.spotify.com/v1/audio-analysis/63tQUUyMfFNt0ANWF8FFn5,75949,3
